9, LPC:  -3019, -4046, 4519, 3718, -4856, 108, 5251, -184, -3892, 771, 
9, WF1:  -2717, -3277, 3294, 2439, -2867, 57, 2511, -79, -1507, 269, 
9, WF2:  -1207, -1311, 1317, 976, -1147, 23, 1004, -32, -603, 107, 

10, LPC:  -12943, 10137, -9240, 8781, -9795, 11170, -8493, 6573, -4615, 1690, 
10, WF1:  -11648, 8210, -6735, 5760, -5783, 5935, -4061, 2829, -1787, 589, 
10, WF2:  -5177, 3284, -2694, 2304, -2313, 2374, -1624, 1131, -715, 236, 

11, LPC:  -9731, 1831, 2807, -1885, -2407, 5386, 709, -5824, 4181, -482, 
11, WF1:  -8758, 1483, 2046, -1237, -1421, 2862, 339, -2506, 1619, -168, 
11, WF2:  -3892, 593, 818, -495, -568, 1145, 136, -1002, 648, -67, 

12, LPC:  -1565, -1196, -1818, 3987, 3092, 3615, -2250, -1386, 2218, 1062, 
12, WF1:  -1408, -969, -1325, 2615, 1825, 1921, -1076, -596, 859, 370, 
12, WF2:  -626, -387, -530, 1046, 730, 768, -430, -239, 344, 148, 

13, LPC:  -642, -1400, -4154, 4527, 4117, 3303, -2654, -906, 1420, 717, 
13, WF1:  -578, -1134, -3028, 2970, 2431, 1755, -1269, -390, 550, 250, 
13, WF2:  -257, -454, -1211, 1188, 972, 702, -508, -156, 220, 100, 

14, LPC:  -185, -2037, -5217, 4435, 5124, 2949, -3487, -1669, 1177, 1236, 
14, WF1:  -166, -1650, -3803, 2909, 3025, 1567, -1667, -718, 456, 431, 
14, WF2:  -74, -660, -1521, 1164, 1210, 627, -667, -287, 182, 172, 

15, LPC:  -733, -1524, -4250, 4392, 4238, 2348, -2703, -1589, 1116, 587, 
15, WF1:  -660, -1234, -3098, 2881, 2502, 1248, -1293, -684, 432, 205, 
15, WF2:  -293, -494, -1239, 1152, 1001, 499, -517, -273, 173, 82, 

16, LPC:  -963, 1, -4168, 4172, 3284, 3206, -2020, -1376, 809, 414, 
16, WF1:  -867, 1, -3038, 2737, 1939, 1703, -966, -592, 313, 144, 
16, WF2:  -385, 0, -1215, 1095, 776, 681, -386, -237, 125, 58, 

17, LPC:  -1996, 1865, -3500, 3949, 2155, 3070, -770, -1426, 994, -118, 
17, WF1:  -1796, 1511, -2551, 2591, 1272, 1631, -368, -614, 385, -41, 
17, WF2:  -798, 604, -1020, 1036, 509, 652, -147, -245, 154, -16, 

18, LPC:  -5959, 5762, -6024, 6663, -1706, 4667, -2036, -858, 1214, -349, 
18, WF1:  -5363, 4667, -4391, 4371, -1007, 2480, -974, -369, 470, -122, 
18, WF2:  -2383, 1867, -1756, 1748, -403, 992, -389, -148, 188, -49, 

19, LPC:  -9740, 7657, -8128, 8976, -5141, 6100, -3588, -328, 39, 1182, 
19, WF1:  -8766, 6202, -5925, 5888, -3035, 3241, -1716, -141, 15, 412, 
19, WF2:  -3896, 2480, -2370, 2355, -1214, 1296, -686, -56, 6, 165, 

20, LPC:  -454, -296, -550, -1148, -328, 483, -906, -365, -553, 744, 
20, WF1:  -409, -240, -401, -753, -194, 257, -433, -157, -214, 259, 
20, WF2:  -182, -96, -160, -301, -77, 103, -173, -63, -86, 104, 

21, LPC:  1492, -967, 655, 892, 187, -57, 1166, -12, -356, -289, 
21, WF1:  1343, -783, 477, 585, 110, -30, 558, -5, -138, -101, 
21, WF2:  597, -313, 191, 234, 44, -12, 223, -2, -55, -40, 

22, LPC:  3237, -652, 1612, 785, 964, 1277, 1810, 1274, 411, 260, 
22, WF1:  2913, -528, 1175, 515, 569, 679, 866, 548, 159, 91, 
22, WF2:  1295, -211, 470, 206, 228, 271, 346, 219, 64, 36, 

23, LPC:  114, -734, 467, -59, 22, -1848, 2447, 812, 553, -867, 
23, WF1:  103, -594, 340, -39, 13, -982, 1170, 349, 214, -302, 
23, WF2:  46, -238, 136, -15, 5, -393, 468, 140, 86, -121, 

24, LPC:  -9259, 7716, -1406, -1862, 1989, 429, 567, -426, 1418, -1375, 
24, WF1:  -8333, 6249, -1025, -1221, 1174, 228, 271, -183, 549, -479, 
24, WF2:  -3703, 2500, -410, -489, 470, 91, 108, -73, 220, -192, 

25, LPC:  -2042, -1249, 330, -2205, 1692, -2460, 969, -521, 353, -277, 
25, WF1:  -1838, -1012, 241, -1446, 999, -1307, 463, -224, 137, -97, 
25, WF2:  -817, -405, 96, -579, 400, -523, 185, -90, 55, -39, 

26, LPC:  -1838, -3236, 265, -1626, 857, -1159, -293, -1001, 1506, -525, 
26, WF1:  -1654, -2621, 193, -1067, 506, -616, -140, -431, 583, -183, 
26, WF2:  -735, -1048, 77, -427, 202, -246, -56, -172, 233, -73, 

27, LPC:  -9647, 40, 3502, -4668, 5191, -3578, 345, 841, 837, -109, 
27, WF1:  -8682, 32, 2553, -3062, 3065, -1901, 165, 362, 324, -38, 
27, WF2:  -3858, 13, 1021, -1225, 1226, -760, 66, 145, 130, -15, 

28, LPC:  221, -5672, -6344, 1853, 5399, 976, -388, -1706, 576, 793, 
28, WF1:  199, -4594, -4624, 1216, 3188, 519, -186, -734, 223, 276, 
28, WF2:  88, -1837, -1849, 486, 1275, 207, -74, -294, 89, 111, 

29, LPC:  266, -10204, -7666, 8277, 10338, -1571, -7583, -351, 3051, 347, 
29, WF1:  239, -8265, -5588, 5430, 6103, -835, -3626, -151, 1182, 121, 
29, WF2:  106, -3306, -2235, 2172, 2441, -334, -1450, -60, 473, 48, 

30, LPC:  161, -9935, -7539, 8115, 9744, -1098, -7736, -498, 3459, 418, 
30, WF1:  145, -8047, -5495, 5323, 5753, -583, -3699, -214, 1340, 146, 
30, WF2:  64, -3218, -2198, 2129, 2301, -233, -1480, -86, 536, 58, 

31, LPC:  953, -8258, -9596, 4845, 8945, 2210, -5398, -1077, 1674, 554, 
31, WF1:  858, -6688, -6995, 3178, 5281, 1174, -2581, -463, 648, 193, 
31, WF2:  381, -2675, -2798, 1271, 2112, 470, -1032, -185, 259, 77, 

32, LPC:  -4134, -5800, -3552, 2503, 4870, -2273, 1381, -705, 1654, -1427, 
32, WF1:  -3720, -4698, -2589, 1642, 2875, -1208, 660, -303, 641, -497, 
32, WF2:  -1653, -1879, -1036, 657, 1150, -483, 264, -121, 256, -199, 

33, LPC:  -1563, -2386, -253, -2050, 922, -2169, 247, -1505, 889, 316, 
33, WF1:  -1407, -1933, -184, -1345, 544, -1152, 118, -648, 344, 110, 
33, WF2:  -625, -773, -74, -538, 218, -461, 47, -259, 138, 44, 

34, LPC:  -3114, -996, 1745, 2298, 2641, -1876, 192, 1839, 1106, -455, 
34, WF1:  -2802, -807, 1272, 1508, 1559, -997, 92, 791, 428, -159, 
34, WF2:  -1245, -323, 509, 603, 624, -399, 37, 317, 171, -63, 

35, LPC:  2022, -1250, -3834, -1079, 1682, 2643, 902, 154, 1454, -952, 
35, WF1:  1820, -1012, -2795, -708, 993, 1404, 431, 66, 563, -332, 
35, WF2:  809, -405, -1118, -283, 397, 562, 173, 27, 225, -133, 

36, LPC:  -7193, -1947, -4608, 6474, 3053, -272, -2684, -1071, 1419, 79, 
36, WF1:  -6473, -1577, -3359, 4247, 1802, -145, -1283, -461, 550, 28, 
36, WF2:  -2877, -631, -1343, 1699, 721, -58, -513, -184, 220, 11, 

37, LPC:  -3075, -1627, -6680, 1790, 3326, 2855, -172, -3188, 1444, 863, 
37, WF1:  -2767, -1318, -4869, 1174, 1964, 1517, -82, -1372, 559, 301, 
37, WF2:  -1230, -527, -1947, 470, 785, 607, -33, -549, 224, 120, 

38, LPC:  -2995, -1840, -1957, -2361, 2933, -1972, 688, 212, 1004, -109, 
38, WF1:  -2695, -1490, -1426, -1549, 1732, -1048, 329, 91, 389, -38, 
38, WF2:  -1198, -596, -571, -620, 693, -419, 132, 36, 156, -15, 

39, LPC:  -1336, -518, 334, -734, 285, -2215, 1413, -433, 1426, -762, 
39, WF1:  -1202, -420, 243, -482, 168, -1177, 676, -186, 552, -266, 
39, WF2:  -534, -168, 97, -193, 67, -471, 270, -75, 221, -106, 

40, LPC:  -1252, 64, -3047, 3333, -700, 1723, -835, -453, -277, -56, 
40, WF1:  -1127, 52, -2221, 2186, -413, 916, -399, -195, -107, -20, 
40, WF2:  -501, 21, -888, 875, -165, 366, -160, -78, -43, -8, 

41, LPC:  3084, -1953, -1937, 1377, 629, 2473, 582, -497, 674, 1142, 
41, WF1:  2775, -1582, -1412, 903, 371, 1314, 278, -214, 261, 398, 
41, WF2:  1233, -633, -565, 361, 149, 526, 111, -86, 104, 159, 

42, LPC:  4887, -2331, -4076, 2078, 3530, -422, -199, 1134, 1254, 137, 
42, WF1:  4398, -1888, -2971, 1363, 2084, -224, -95, 488, 486, 48, 
42, WF2:  1955, -755, -1188, 545, 834, -90, -38, 195, 194, 19, 

43, LPC:  -5894, -2948, -3692, 5648, 4989, -3324, -964, -1789, 2735, -272, 
43, WF1:  -5304, -2388, -2691, 3705, 2945, -1766, -461, -770, 1059, -95, 
43, WF2:  -2357, -955, -1076, 1482, 1178, -706, -184, -308, 424, -38, 

44, LPC:  -636, -1786, -4867, -1071, 5643, 2206, 1107, -1839, -183, 663, 
44, WF1:  -572, -1447, -3548, -703, 3332, 1172, 529, -791, -71, 231, 
44, WF2:  -254, -579, -1419, -281, 1333, 469, 212, -317, -28, 92, 

45, LPC:  -3739, 1308, -3, -4883, 5719, 154, 2073, 1826, -2300, 625, 
45, WF1:  -3365, 1059, -2, -3203, 3376, 82, 991, 786, -891, 218, 
45, WF2:  -1495, 424, -1, -1281, 1351, 33, 396, 314, -356, 87, 

46, LPC:  -8038, 5764, 1300, -8257, 9620, -3228, 1053, 3547, -1924, 496, 
46, WF1:  -7234, 4668, 948, -5417, 5680, -1715, 504, 1526, -745, 173, 
46, WF2:  -3215, 1867, 379, -2167, 2272, -686, 201, 611, -298, 69, 

47, LPC:  -10705, 8727, 1510, -10597, 12048, -3869, -835, 5031, -2693, 1140, 
47, WF1:  -9634, 7068, 1101, -6952, 7113, -2056, -399, 2165, -1043, 397, 
47, WF2:  -4282, 2827, 440, -2781, 2845, -822, -160, 866, -417, 159, 

48, LPC:  -9400, 7285, 1816, -10324, 11548, -3064, -1433, 6365, -4092, 1696, 
48, WF1:  -8460, 5900, 1324, -6773, 6818, -1628, -685, 2739, -1585, 591, 
48, WF2:  -3760, 2360, 529, -2709, 2727, -651, -274, 1096, -634, 236, 

49, LPC:  -3778, 2587, -888, -6451, 7921, -1118, 2749, 2258, -2759, 1001, 
49, WF1:  -3400, 2095, -647, -4232, 4677, -594, 1315, 972, -1069, 349, 
49, WF2:  -1511, 838, -259, -1693, 1871, -238, 526, 389, -427, 140, 

50, LPC:  243, -2041, -6648, -1457, 6789, 2849, 1379, -2736, -240, 757, 
50, WF1:  219, -1653, -4846, -956, 4008, 1514, 659, -1177, -93, 264, 
50, WF2:  97, -661, -1938, -382, 1603, 605, 264, -471, -37, 106, 

51, LPC:  2083, -5376, -9332, 1268, 8820, 3658, -2957, -3101, 1433, 1301, 
51, WF1:  1875, -4354, -6802, 832, 5207, 1944, -1414, -1335, 555, 453, 
51, WF2:  833, -1742, -2721, 333, 2083, 777, -566, -534, 222, 181, 

52, LPC:  2348, -6842, -9590, 2772, 9708, 2402, -4142, -2674, 2436, 762, 
52, WF1:  2113, -5542, -6990, 1818, 5732, 1276, -1981, -1151, 943, 266, 
52, WF2:  939, -2216, -2796, 727, 2292, 510, -792, -460, 377, 106, 

53, LPC:  1132, -6443, -8737, 3550, 8765, 2722, -4291, -2399, 1927, 525, 
53, WF1:  1019, -5218, -6369, 2329, 5175, 1446, -2052, -1032, 746, 183, 
53, WF2:  453, -2087, -2547, 931, 2070, 578, -821, -413, 299, 73, 

54, LPC:  -866, -4904, -5190, 3558, 6207, 1798, -3108, -2017, 2461, 334, 
54, WF1:  -779, -3972, -3783, 2334, 3665, 955, -1486, -868, 953, 116, 
54, WF2:  -346, -1589, -1513, 934, 1466, 382, -594, -347, 381, 47, 

55, LPC:  -3226, -2789, -3653, 3424, 3834, 2756, -2567, -3829, 2944, 36, 
55, WF1:  -2903, -2259, -2663, 2246, 2264, 1464, -1227, -1648, 1140, 13, 
55, WF2:  -1290, -903, -1065, 898, 905, 586, -491, -659, 456, 5, 

56, LPC:  -6724, 743, -2345, 2411, 883, 3012, 101, -5129, 3153, -411, 
56, WF1:  -6051, 602, -1709, 1582, 521, 1600, 48, -2207, 1221, -143, 
56, WF2:  -2689, 241, -684, 633, 209, 640, 19, -883, 488, -57, 

57, LPC:  -15363, 11719, -7908, 6422, -2704, -540, 3126, -4933, 4283, -1241, 
57, WF1:  -13826, 9492, -5764, 4213, -1596, -287, 1495, -2123, 1659, -433, 
57, WF2:  -6145, 3796, -2305, 1685, -639, -115, 598, -849, 663, -173, 

58, LPC:  -9609, 2708, -649, 2847, -3181, 3516, 2282, -4612, -1120, 2786, 
58, WF1:  -8648, 2193, -473, 1868, -1878, 1868, 1091, -1985, -434, 971, 
58, WF2:  -3843, 877, -189, 747, -751, 747, 436, -794, -173, 388, 

59, LPC:  -9579, 5148, -495, 3806, -5689, 4058, 1983, -2137, -1192, 1386, 
59, WF1:  -8621, 4170, -361, 2497, -3359, 2156, 948, -920, -462, 483, 
59, WF2:  -3831, 1668, -144, 999, -1343, 862, 379, -368, -185, 193, 

60, LPC:  -12845, 5899, 4451, -389, -7948, 7692, -375, -2458, 1052, 160, 
60, WF1:  -11560, 4778, 3244, -255, -4692, 4087, -179, -1058, 407, 56, 
60, WF2:  -5138, 1911, 1298, -102, -1877, 1635, -72, -423, 163, 22, 

61, LPC:  -14374, 7007, 4942, -1697, -7017, 7605, -2814, 1350, -1673, 813, 
61, WF1:  -12936, 5675, 3602, -1113, -4143, 4041, -1346, 581, -648, 283, 
61, WF2:  -5749, 2270, 1441, -445, -1657, 1616, -538, 232, -259, 113, 

62, LPC:  -11806, 4731, 3218, 4884, -10182, 5372, 1345, 933, -2675, 1727, 
62, WF1:  -10625, 3832, 2346, 3204, -6011, 2854, 643, 402, -1036, 602, 
62, WF2:  -4722, 1533, 938, 1282, -2404, 1142, 257, 161, -414, 241, 

63, LPC:  -9742, 2543, 4226, 3853, -6732, 1314, 3800, 2020, -4427, 2188, 
63, WF1:  -8767, 2060, 3080, 2528, -3975, 698, 1817, 869, -1715, 763, 
63, WF2:  -3896, 824, 1232, 1011, -1590, 279, 727, 348, -686, 305, 

64, LPC:  -8208, 2651, 2815, 1566, -2237, 117, 3391, 1372, -3475, 1569, 
64, WF1:  -7387, 2147, 2052, 1027, -1321, 62, 1622, 590, -1346, 547, 
64, WF2:  -3283, 859, 821, 411, -528, 25, 649, 236, -538, 219, 

65, LPC:  -7281, 1869, 2350, -425, -124, 1298, 3546, -2280, -1005, 1777, 
65, WF1:  -6553, 1514, 1713, -279, -73, 690, 1696, -981, -389, 619, 
65, WF2:  -2912, 605, 685, -112, -29, 276, 678, -392, -156, 248, 

66, LPC:  -5602, 665, 1409, 186, -74, 1741, 2953, -2465, 976, 281, 
66, WF1:  -5042, 539, 1027, 122, -44, 925, 1412, -1061, 378, 98, 
66, WF2:  -2241, 215, 411, 49, -17, 370, 565, -424, 151, 39, 

67, LPC:  -5176, -591, 1560, -1612, -500, -169, 4827, -954, -1483, 1036, 
67, WF1:  -4658, -479, 1137, -1057, -295, -90, 2308, -411, -574, 361, 
67, WF2:  -2070, -191, 455, -423, -118, -36, 923, -164, -230, 144, 

68, LPC:  -1344, -2843, -2661, 1798, -1832, -1079, 4087, 2343, 269, -1927, 
68, WF1:  -1210, -2303, -1940, 1179, -1082, -573, 1954, 1008, 104, -672, 
68, WF2:  -538, -921, -776, 472, -433, -229, 782, 403, 42, -269, 

69, LPC:  -4605, -1048, -1926, 2867, -1877, 3148, 1924, -1585, -616, 647, 
69, WF1:  -4144, -849, -1404, 1881, -1108, 1673, 920, -682, -239, 226, 
69, WF2:  -1842, -339, -561, 752, -443, 669, 368, -273, -95, 90, 

70, LPC:  -2195, -2908, -5841, 3118, 4018, 3348, -1769, -2149, 1248, 276, 
70, WF1:  -1975, -2355, -4258, 2045, 2372, 1779, -846, -925, 483, 96, 
70, WF2:  -878, -942, -1703, 818, 949, 712, -338, -370, 193, 38, 

71, LPC:  259, -5352, -8637, 3190, 7354, 3770, -3782, -2849, 1267, 1209, 
71, WF1:  233, -4335, -6296, 2093, 4342, 2003, -1808, -1226, 491, 421, 
71, WF2:  104, -1734, -2518, 837, 1737, 801, -723, -490, 196, 169, 

72, LPC:  1638, -5158, -9158, 258, 8538, 4353, -2167, -3991, 877, 1760, 
72, WF1:  1474, -4178, -6675, 169, 5041, 2313, -1036, -1718, 340, 613, 
72, WF2:  655, -1671, -2670, 68, 2016, 925, -414, -687, 136, 245, 

73, LPC:  -4194, 360, -3625, -3214, 5549, 440, 901, 1165, -3659, 2562, 
73, WF1:  -3774, 292, -2642, -2108, 3276, 234, 431, 501, -1417, 893, 
73, WF2:  -1677, 117, -1057, -843, 1310, 94, 172, 201, -567, 357, 

74, LPC:  -12934, 7745, 898, -7300, 7972, -3297, -2697, 6968, -4681, 1373, 
74, WF1:  -11640, 6273, 655, -4789, 4707, -1752, -1290, 2999, -1813, 479, 
74, WF2:  -5173, 2509, 262, -1915, 1883, -701, -516, 1199, -725, 191, 

75, LPC:  -14025, 7240, 2493, -3922, 1256, 1017, -2143, 1523, 64, 300, 
75, WF1:  -12622, 5864, 1817, -2573, 742, 540, -1025, 655, 25, 105, 
75, WF2:  -5609, 2345, 727, -1029, 297, 216, -410, 262, 10, 42, 

76, LPC:  -14135, 7507, 2976, -3168, -2818, 5064, -2273, -28, 139, 805, 
76, WF1:  -12721, 6080, 2169, -2078, -1664, 2691, -1087, -12, 54, 281, 
76, WF2:  -5653, 2432, 868, -831, -665, 1076, -435, -5, 22, 112, 

77, LPC:  -17707, 16235, -73, -12916, 7793, 8121, -15012, 10033, -1894, -339, 
77, WF1:  -15936, 13149, -53, -8473, 4601, 4315, -7178, 4318, -734, -118, 
77, WF2:  -7082, 5259, -21, -3389, 1840, 1726, -2871, 1727, -293, -47, 

78, LPC:  -10473, 7901, 1373, -7552, 7206, 1500, -5831, 7705, -3766, 111, 
78, WF1:  -9425, 6399, 1001, -4954, 4254, 797, -2788, 3316, -1459, 39, 
78, WF2:  -4189, 2559, 400, -1982, 1702, 319, -1115, 1326, -583, 15, 

79, LPC:  -5584, 3733, 1468, -2323, 4321, 710, 1755, 478, -286, 574, 
79, WF1:  -5025, 3023, 1070, -1524, 2551, 377, 839, 206, -111, 200, 
79, WF2:  -2233, 1209, 428, -610, 1020, 151, 336, 82, -44, 80, 

80, LPC:  -3902, 2270, -763, 1588, 3066, 1776, 1859, -2024, 1232, 1222, 
80, WF1:  -3512, 1839, -556, 1042, 1810, 944, 889, -871, 477, 426, 
80, WF2:  -1561, 735, -222, 417, 724, 377, 356, -348, 191, 170, 

81, LPC:  -2909, 1055, -1730, 3040, 2865, 2797, -110, -1482, 1450, 1261, 
81, WF1:  -2618, 854, -1261, 1994, 1691, 1486, -53, -638, 562, 440, 
81, WF2:  -1163, 342, -504, 798, 677, 594, -21, -255, 225, 176, 

82, LPC:  -2692, 116, -2159, 3571, 3374, 2650, -925, -1743, 1763, 1448, 
82, WF1:  -2423, 94, -1574, 2343, 1992, 1408, -442, -750, 683, 505, 
82, WF2:  -1077, 38, -629, 937, 797, 563, -177, -300, 273, 202, 

83, LPC:  -2662, -384, -3001, 4031, 3806, 2421, -1924, -1168, 1897, 1180, 
83, WF1:  -2396, -311, -2187, 2644, 2247, 1286, -920, -503, 735, 411, 
83, WF2:  -1065, -124, -875, 1058, 899, 515, -368, -201, 294, 164, 

84, LPC:  -1429, -1204, -4895, 3715, 3834, 2964, -1555, -1103, 1401, 128, 
84, WF1:  -1286, -975, -3568, 2437, 2264, 1575, -744, -475, 543, 45, 
84, WF2:  -572, -390, -1427, 975, 905, 630, -297, -190, 217, 18, 

85, LPC:  -701, -3870, -8133, 4956, 6086, 2804, -3619, -2085, 1326, 747, 
85, WF1:  -631, -3134, -5928, 3251, 3593, 1490, -1731, -897, 514, 260, 
85, WF2:  -280, -1254, -2371, 1300, 1437, 596, -692, -359, 205, 104, 

86, LPC:  -4275, -3312, -5640, 8819, 667, -661, -4286, 1062, 2204, -211, 
86, WF1:  -3847, -2683, -4111, 5785, 394, -351, -2049, 457, 854, -74, 
86, WF2:  -1710, -1073, -1644, 2314, 158, -140, -820, 183, 341, -29, 

87, LPC:  -9554, -1133, -2089, 6992, -1256, 477, -1708, -1119, 3620, -1940, 
87, WF1:  -8598, -918, -1523, 4587, -742, 253, -817, -482, 1402, -676, 
87, WF2:  -3821, -367, -609, 1835, -297, 101, -327, -193, 561, -270, 

88, LPC:  878, -6959, -6716, -1142, 2355, 3935, 3308, 549, -1500, -1380, 
88, WF1:  790, -5636, -4895, -749, 1390, 2091, 1582, 236, -581, -481, 
88, WF2:  351, -2254, -1958, -300, 556, 836, 633, 94, -232, -192, 

89, LPC:  -8729, -424, 1573, -2433, 2953, 1437, 697, -3602, -150, 1912, 
89, WF1:  -7856, -343, 1147, -1596, 1743, 764, 333, -1550, -58, 666, 
89, WF2:  -3491, -137, 459, -638, 697, 305, 133, -620, -23, 267, 

90, LPC:  -7565, 945, -3517, 5000, 118, -905, 1369, -2377, 2763, -731, 
90, WF1:  -6808, 765, -2564, 3280, 70, -481, 655, -1023, 1070, -255, 
90, WF2:  -3026, 306, -1025, 1312, 28, -192, 262, -409, 428, -102, 

91, LPC:  -7426, 1379, -2393, 6549, -922, -2889, 924, 1219, 1691, -835, 
91, WF1:  -6683, 1117, -1744, 4296, -544, -1535, 442, 525, 655, -291, 
91, WF2:  -2970, 447, -698, 1718, -218, -614, 177, 210, 262, -116, 

92, LPC:  -9316, 2827, 1598, 4368, -2441, -2621, 2408, 3539, -2986, 880, 
92, WF1:  -8384, 2290, 1165, 2865, -1441, -1393, 1151, 1523, -1156, 307, 
92, WF2:  -3726, 916, 466, 1146, -576, -557, 461, 609, -463, 123, 

93, LPC:  -8303, 4007, 3200, 1372, -1236, -508, 4809, -662, -1588, 1463, 
93, WF1:  -7472, 3245, 2333, 900, -730, -270, 2300, -285, -615, 510, 
93, WF2:  -3321, 1298, 933, 360, -292, -108, 920, -114, -246, 204, 

94, LPC:  -6524, 3205, 4211, 460, -1186, 1637, 4412, -3338, 1038, 684, 
94, WF1:  -5871, 2596, 3069, 302, -700, 870, 2110, -1437, 402, 238, 
94, WF2:  -2609, 1038, 1228, 121, -280, 348, 844, -575, 161, 95, 

95, LPC:  -4476, 3169, 2130, 1471, -69, 3180, 1902, -2679, 1678, 50, 
95, WF1:  -4028, 2567, 1553, 965, -41, 1690, 909, -1153, 650, 17, 
95, WF2:  -1790, 1027, 621, 386, -16, 676, 364, -461, 260, 7, 

96, LPC:  -2776, 1004, -1700, 3027, 1893, 3655, -588, -1645, 1375, 774, 
96, WF1:  -2498, 813, -1239, 1986, 1118, 1942, -281, -708, 533, 270, 
96, WF2:  -1110, 325, -496, 794, 447, 777, -112, -283, 213, 108, 

97, LPC:  -3401, -796, -7352, 5927, 2956, 2765, -3025, -784, 888, 528, 
97, WF1:  -3061, -645, -5359, 3888, 1745, 1469, -1446, -337, 344, 184, 
97, WF2:  -1360, -258, -2143, 1555, 698, 588, -579, -135, 138, 74, 

98, LPC:  -1974, -6205, -4578, 2783, 4956, -539, 673, -2183, 573, -236, 
98, WF1:  -1777, -5026, -3337, 1826, 2926, -286, 322, -939, 222, -82, 
98, WF2:  -790, -2010, -1335, 730, 1170, -115, 129, -376, 89, -33, 

99, LPC:  3439, 3319, -1079, -799, -1363, -4006, -388, -2431, -361, -1592, 
99, WF1:  3095, 2688, -786, -524, -805, -2129, -186, -1046, -140, -555, 
99, WF2:  1375, 1075, -315, -210, -322, -851, -74, -418, -56, -222, 

100, LPC:  379, -2248, -514, -2073, -1753, -1369, 858, -1029, 830, -970, 
100, WF1:  341, -1821, -375, -1360, -1035, -727, 410, -443, 321, -338, 
100, WF2:  152, -728, -150, -544, -414, -291, 164, -177, 129, -135, 

101, LPC:  -11099, 5686, 5951, -5594, 682, 1973, 3079, -3939, 3141, -447, 
101, WF1:  -9989, 4605, 4338, -3670, 403, 1048, 1472, -1695, 1217, -156, 
101, WF2:  -4439, 1842, 1735, -1468, 161, 419, 589, -678, 487, -62, 

102, LPC:  -96, -1011, 965, -2152, 162, -941, -1556, -1208, 2056, -735, 
102, WF1:  -86, -819, 703, -1412, 96, -500, -744, -520, 796, -256, 
102, WF2:  -38, -328, 281, -565, 38, -200, -298, -208, 318, -102, 

103, LPC:  -1198, 5658, 1973, -322, 2673, -490, 62, 650, -497, 1118, 
103, WF1:  -1078, 4583, 1438, -211, 1578, -260, 30, 280, -192, 390, 
103, WF2:  -479, 1833, 575, -84, 631, -104, 12, 112, -77, 156, 

104, LPC:  -1413, -1568, -482, 2824, -947, 1852, 1492, -354, 22, 1232, 
104, WF1:  -1272, -1270, -351, 1853, -559, 984, 713, -152, 9, 429, 
104, WF2:  -565, -508, -141, 741, -224, 394, 285, -61, 3, 172, 

105, LPC:  -7251, 4933, -6075, 4338, 182, 2007, 2326, -4001, 1444, 184, 
